window_center_sec,forehead_hr,forehead_quality,forehead_peak_prominence,left_cheek_hr,left_cheek_quality,left_cheek_peak_prominence,right_cheek_hr,right_cheek_quality,right_cheek_peak_prominence,forehead_left_difference,forehead_right_difference,left_right_difference,consensus_hr,regions_used,accepted,rejection_reason
18.641206886140626,60.129655930730216,5.859996567051275,1.1075566003375419e-06,75.16206991341276,4.506654163500705,1.0080770814059388e-06,70.15126525251858,5.979690109655806,5.547378744161873e-06,15.032413982682549,10.021609321788368,5.0108046608941805,70.15126525251858,"left_cheek,right_cheek",True,two_or_more_supporting_rois
19.6084760146316,60.129655930730216,4.591284663548044,1.072547101851617e-06,75.16206991341276,3.902401688601666,7.653748551450643e-07,70.15126525251858,6.0738119978955405,4.581419934660571e-06,15.032413982682549,10.021609321788368,5.0108046608941805,70.15126525251858,"left_cheek,right_cheek",True,two_or_more_supporting_rois
20.575745143122568,50.10804660894184,3.6933532017459423,9.141441595367473e-07,75.16206991341276,2.8291227824400442,4.874954972080435e-07,70.15126525251858,4.461323193682279,2.9366889912513047e-06,25.054023304470924,20.043218643576743,5.0108046608941805,70.15126525251858,right_cheek,False,fewer_than_two_supporting_rois
21.54301427161354,50.10804660894184,2.981434764857818,6.240444990181524e-07,50.10804660894184,2.3155341035763533,1.438428316910972e-07,90.19448389609532,3.047104390381951,1.6548525026481425e-06,0.0,40.08643728715348,40.08643728715348,90.19448389609532,right_cheek,False,fewer_than_two_supporting_rois
22.510283400104512,70.15126525251858,3.1473934334334186,6.943364643821484e-07,50.10804660894184,3.448920362413756,7.383365287758777e-07,90.19448389609532,3.641450082583461,2.1977757723654923e-06,20.043218643576743,20.043218643576736,40.08643728715348,70.15126525251858,forehead,False,fewer_than_two_supporting_rois
23.47755252859548,75.16206991341276,3.794076903952491,9.61093014361424e-07,50.10804660894184,4.007601458282309,1.2342181923434593e-06,90.19448389609532,3.9895717229216774,3.6373030731156415e-06,25.054023304470924,15.032413982682556,40.08643728715348,50.10804660894184,left_cheek,False,fewer_than_two_supporting_rois
24.444821657086454,75.16206991341276,4.628484749740456,9.451726652972314e-07,50.10804660894184,3.845045788690006,1.3512117198554208e-06,90.19448389609532,4.284914444600117,4.375156501962307e-06,25.054023304470924,15.032413982682556,40.08643728715348,75.16206991341276,forehead,False,fewer_than_two_supporting_rois
25.412090785577426,75.16206991341276,5.2580328296143435,7.421699226069768e-07,55.11885126983603,4.3772345183839985,1.6308402521774102e-06,90.19448389609532,4.31277472561113,3.40365352459522e-06,20.043218643576736,15.032413982682556,35.07563262625929,75.16206991341276,forehead,False,fewer_than_two_supporting_rois
26.3793599140684,75.16206991341276,5.15291808036093,5.616514847910252e-07,55.11885126983603,4.95759309367827,1.8480494854362637e-06,90.19448389609532,3.895931856985615,2.601204198913745e-06,20.043218643576736,15.032413982682556,35.07563262625929,75.16206991341276,forehead,False,fewer_than_two_supporting_rois
27.346629042559368,75.16206991341276,5.340747377518978,6.927178005866457e-07,55.11885126983603,5.291872829654855,1.7315744349035881e-06,50.10804660894184,3.634866320305463,1.4846401388942185e-06,20.043218643576736,25.054023304470924,5.010804660894188,75.16206991341276,forehead,False,fewer_than_two_supporting_rois
28.31389817105034,75.16206991341276,4.852089174713353,8.785854372277683e-07,55.11885126983603,4.774201208095036,1.488569061245662e-06,50.10804660894184,4.814952421054118,2.970266879651252e-06,20.043218643576736,25.054023304470924,5.010804660894188,75.16206991341276,forehead,False,fewer_than_two_supporting_rois
29.281167299541313,60.129655930730216,3.789526076915635,2.193523311465845e-06,75.16206991341276,3.214677094372607,1.4472668537775579e-06,50.10804660894184,4.968829115380106,6.4807584107984645e-06,15.032413982682549,10.021609321788375,25.054023304470924,55.11885126983603,,False,fewer_than_two_supporting_rois
30.24843642803228,60.129655930730216,4.706057326297812,3.9244595898678404e-06,75.16206991341276,3.2339910879587803,1.5646904843966232e-06,55.11885126983603,4.67269163558316,8.66486580926518e-06,15.032413982682549,5.010804660894188,20.043218643576736,55.11885126983603,right_cheek,False,fewer_than_two_supporting_rois
31.215705556523254,60.129655930730216,4.598623964918383,3.4131073540316136e-06,60.129655930730216,3.2791545970126967,1.233813178330461e-06,55.11885126983603,4.299282327694166,1.2456655051351012e-05,0.0,5.010804660894188,5.010804660894188,60.129655930730216,"forehead,left_cheek",True,two_or_more_supporting_rois
32.18297468501423,60.129655930730216,3.518199406241167,1.6473488563339276e-06,55.11885126983603,3.491956525814165,9.769338654363662e-07,65.14046059162439,3.927099797661853,1.1704208010752718e-05,5.010804660894188,5.010804660894173,10.021609321788361,55.11885126983603,left_cheek,False,fewer_than_two_supporting_rois
33.1502438135052,50.10804660894184,2.9908801513690153,1.6272141432884355e-06,55.11885126983603,3.4446110438302373,8.275867939867377e-07,65.14046059162439,4.161168291169471,1.5016518192902062e-05,5.010804660894188,15.032413982682549,10.021609321788361,55.11885126983603,left_cheek,False,fewer_than_two_supporting_rois
34.11751294199617,55.11885126983603,3.5598353919307573,2.267180909533292e-06,55.11885126983603,2.861975298978033,5.102186738846885e-07,70.15126525251858,4.784250029843529,1.5255947685670861e-05,0.0,15.032413982682556,15.032413982682556,65.14046059162439,,False,fewer_than_two_supporting_rois
35.08478207048714,65.14046059162439,4.07691213846277,3.2489709918653395e-06,105.22689787877788,3.3588455995451065,7.431147162989239e-07,70.15126525251858,6.38063816167095,2.1384258066221445e-05,40.08643728715349,5.010804660894195,35.07563262625929,70.15126525251858,right_cheek,False,fewer_than_two_supporting_rois
36.05205119897811,65.14046059162439,4.419575788805395,4.865775975654834e-06,105.22689787877788,3.5014612890289456,7.807943492293967e-07,70.15126525251858,6.926548667140772,2.3352842042153116e-05,40.08643728715349,5.010804660894195,35.07563262625929,70.15126525251858,right_cheek,False,fewer_than_two_supporting_rois
37.01932032746908,70.15126525251858,4.645531399178974,7.0745644505648266e-06,105.22689787877788,3.7728466532683766,7.563666472325527e-07,70.15126525251858,5.773249493500948,1.8477455636393767e-05,35.07563262625929,0.0,35.07563262625929,70.15126525251858,"forehead,right_cheek",True,two_or_more_supporting_rois
37.98658945596006,70.15126525251858,4.893850451348712,8.279967692434915e-06,105.22689787877788,3.3474169012270707,6.8543628554187e-07,65.14046059162439,4.111017508352099,1.208982807514166e-05,35.07563262625929,5.010804660894195,40.08643728715349,70.15126525251858,forehead,False,fewer_than_two_supporting_rois
38.95385858445103,70.15126525251858,4.796777993737986,5.9987556636919775e-06,95.20528855698952,2.6547760566613112,5.584025495210684e-07,65.14046059162439,4.464851787699147,1.2376039909652158e-05,25.05402330447093,5.010804660894195,30.064827965365126,65.14046059162439,right_cheek,False,fewer_than_two_supporting_rois
39.921127712941995,60.129655930730216,5.851874071486044,4.106756227557217e-06,95.20528855698952,3.1703976034358736,5.579348307899676e-07,65.14046059162439,4.1586481704313645,9.188591461860128e-06,35.0756326262593,5.010804660894173,30.064827965365126,60.129655930730216,"forehead,right_cheek",True,two_or_more_supporting_rois
40.88839684143297,60.129655930730216,8.27308795126981,2.6703268999867264e-06,95.20528855698952,3.027087599814288,4.203774986215181e-07,80.17287457430695,3.629069269111841,6.27925150358276e-06,35.0756326262593,20.04321864357673,15.03241398268257,60.129655930730216,forehead,False,fewer_than_two_supporting_rois
41.85566596992394,60.129655930730216,8.224744931034044,2.7430165818450667e-06,60.129655930730216,2.5951434376975766,2.877431202437849e-07,80.17287457430695,3.865968199568613,7.162913446111883e-06,0.0,20.04321864357673,20.04321864357673,60.129655930730216,forehead,False,fewer_than_two_supporting_rois
42.82293509841491,60.129655930730216,6.886407611335206,3.065129581190387e-06,75.16206991341276,2.8832715553432138,3.782707924129001e-07,80.17287457430695,4.189169959862846,7.71248944921006e-06,15.032413982682549,20.04321864357673,5.0108046608941805,60.129655930730216,forehead,False,fewer_than_two_supporting_rois
43.790204226905885,60.129655930730216,6.039023839227276,3.7023399384412524e-06,55.11885126983603,2.998034978867071,5.484268153813218e-07,80.17287457430695,4.113751361172225,9.48251191315498e-06,5.010804660894188,20.04321864357673,25.054023304470917,65.14046059162439,forehead,False,fewer_than_two_supporting_rois
44.757473355396854,60.129655930730216,6.683978530279895,6.203866411108278e-06,80.17287457430695,3.283567078747438,6.767222240651298e-07,80.17287457430695,3.735297509096646,1.1928893575667743e-05,20.04321864357673,20.04321864357673,0.0,60.129655930730216,forehead,False,fewer_than_two_supporting_rois
45.72474248388782,60.129655930730216,7.735981621192881,1.02370854953239e-05,80.17287457430695,4.029464223426492,1.0423260936901727e-06,80.17287457430695,3.5108055126547497,8.42772926512796e-06,20.04321864357673,20.04321864357673,0.0,60.129655930730216,forehead,False,fewer_than_two_supporting_rois
46.6920116123788,60.129655930730216,7.210089901578841,9.502262789786593e-06,80.17287457430695,4.6058429120966675,1.3974412438849635e-06,65.14046059162439,3.5418827262093493,7.568931233750206e-06,20.04321864357673,5.010804660894173,15.032413982682556,60.129655930730216,"forehead,right_cheek",True,two_or_more_supporting_rois
47.65928074086977,60.129655930730216,5.200903485360582,4.20849331635022e-06,80.17287457430695,5.1453698824768805,1.5773499911322304e-06,65.14046059162439,4.556438962923399,1.125031906345251e-05,20.04321864357673,5.010804660894173,15.032413982682556,60.129655930730216,"forehead,right_cheek",True,two_or_more_supporting_rois
48.62654986936074,55.11885126983603,4.366348945072451,1.7156266920613116e-06,60.129655930730216,5.645022324784858,1.6250604503371424e-06,65.14046059162439,5.568226398375078,1.490426871297222e-05,5.010804660894188,10.021609321788361,5.010804660894173,60.129655930730216,"left_cheek,right_cheek",True,two_or_more_supporting_rois
49.59381899785171,50.10804660894184,5.458423400743388,2.6005881526273663e-06,60.129655930730216,5.772615166839896,1.843287931850043e-06,65.14046059162439,5.181152849591344,1.658808498941226e-05,10.021609321788375,15.032413982682549,5.010804660894173,65.14046059162439,"left_cheek,right_cheek",True,two_or_more_supporting_rois
50.56108812634268,50.10804660894184,6.769643394840386,3.1292660994677847e-06,60.129655930730216,4.725899600888521,1.6817150649569799e-06,70.15126525251858,5.188228414984448,2.1349333912057538e-05,10.021609321788375,20.043218643576743,10.021609321788368,65.14046059162439,left_cheek,False,fewer_than_two_supporting_rois
51.52835725483365,50.10804660894184,7.364768023731007,2.4433207119738374e-06,65.14046059162439,4.843256797255146,2.067376269340307e-06,70.15126525251858,5.237786861638217,2.07072254051971e-05,15.032413982682549,20.043218643576743,5.010804660894195,50.10804660894184,forehead,False,fewer_than_two_supporting_rois
